"Policy_ID","Total_Distance","Drive_Score","Time_Day","Style_Score","Corner_Score","Acceleration_Score","Braking_Score","Total_Night_Time","Total_Time","Acceleration","Brake","Corner","Insured_Gender","Insured_Age","Claim"
"719",8027,78,112,69,76,51,39,24,346,"Low","Low","High","F",26,"no"
"720",11825,60,108,71,71,68,86,23,332,"Low","High","High","M",27,"no"
"721",15927,46,106,94,93,96,94,37,459,"High","High","High","M",22,"no"
"722",3367,26,110,99,98,42,61,44,118,"Low","Low","High","M",39,"no"
"723",2336,86,104,64,50,16,86,22,212,"Low","High","Low","M",31,"no"
"724",20199,58,108,87,87,65,78,37,503,"Low","High","High","F",19,"no"
"725",16523,87,97,29,34,59,34,22,433,"Low","Low","Low","M",24,"no"
"726",4076,82,66,79,79,70,82,23,171,"Low","High","High","M",19,"no"
"727",16116,85,89,71,77,69,44,20,332,"Low","Low","High","M",26,"no"
"728",18602,66,98,72,68,16,87,39,729,"Low","High","High","M",20,"no"
"729",9054,74,97,35,48,44,34,27,172,"Low","Low","Low","M",53,"no"
"730",13236,74,108,61,76,16,43,25,430,"Low","High","High","M",27,"no"
"731",9757,54,120,90,89,90,96,34,652,"High","High","High","M",33,"no"
"732",7593,87,105,59,47,79,56,51,314,"Low","High","High","F",20,"no"
"733",13873,83,104,47,44,69,62,22,581,"Low","High","Low","F",31,"no"
"734",11832,85,77,20,30,45,16,26,287,"Low","Low","Low","M",23,"no"
"735",9684,87,82,58,40,37,80,15,370,"Low","High","Low","F",58,"no"
"736",2629,14,136,30,42,50,14,30,71,"Low","Low","Low","F",30,"no"
"737",17288,62,109,85,84,96,70,38,455,"High","High","High","M",21,"no"
"738",9302,88,116,31,37,48,34,34,389,"Low","Low","Low","F",19,"no"
"739",12130,74,105,73,76,71,79,19,330,"Low","High","High","M",31,"yes"
"740",16145,78,101,49,54,77,40,24,448,"High","High","High","M",22,"no"
"741",11952,63,66,78,70,74,93,32,467,"Low","High","High","F",22,"no"
"742",14423,50,116,91,91,43,89,42,467,"Low","High","High","F",20,"no"
"743",17995,82,112,43,47,43,55,17,405,"Low","High","High","M",28,"no"
"744",4027,71,73,80,80,86,78,21,225,"Low","High","High","M",35,"no"
"745",17031,46,114,89,91,91,68,45,413,"High","High","High","F",20,"no"
"746",18581,38,114,95,96,81,80,52,619,"Low","High","High","F",18,"no"
"747",15304,54,120,81,84,67,77,31,351,"Low","High","High","M",25,"no"
"748",5139,87,96,42,40,80,50,24,236,"Low","Low","Low","F",39,"no"
"749",24061,47,120,89,86,90,91,37,671,"High","High","High","M",23,"no"
"750",9626,84,89,65,50,70,90,20,415,"Low","High","High","F",27,"no"
"751",8873,86,108,56,37,16,80,24,365,"Low","High","Low","M",30,"no"
"752",15987,63,120,71,76,57,65,48,631,"Low","High","High","F",24,"no"
"753",8180,92,104,37,39,58,55,26,164,"Low","High","Low","M",50,"yes"
"754",15783,53,112,87,90,95,83,32,400,"High","High","High","M",18,"no"
"755",10931,69,94,95,81,80,99,24,324,"Low","High","High","F",24,"no"
"756",24277,60,132,61,65,64,57,60,628,"Low","High","High","M",19,"no"
"757",5825,91,97,69,77,16,38,15,109,"Low","Low","Low","M",24,"no"
"758",8834,63,120,99,99,92,99,37,337,"Low","High","High","M",21,"no"
"759",7005,89,94,61,49,81,76,29,202,"Low","High","Low","M",19,"yes"
"760",6047,68,105,42,45,38,57,28,149,"Low","High","Low","F",20,"no"
"761",9690,62,124,86,71,91,97,46,506,"High","High","High","F",21,"yes"
"762",10572,91,96,43,55,39,35,14,306,"Low","Low","High","M",29,"no"
"763",4745,85,125,60,61,79,69,49,212,"Low","High","Low","F",24,"no"
"764",3509,24,121,88,88,81,93,30,106,"Low","High","High","M",18,"yes"
"765",3088,46,94,78,68,94,70,7,119,"High","High","High","M",37,"no"
"766",6710,89,113,42,56,16,27,45,112,"Low","Low","High","M",22,"no"
"767",5276,61,116,88,91,32,76,26,198,"Low","High","High","M",20,"no"
"768",4318,50,113,85,86,76,84,25,144,"Low","High","High","M",32,"no"
"769",14728,64,109,85,82,92,89,37,265,"High","High","High","M",28,"no"
"770",22421,55,104,90,93,91,86,25,525,"High","High","High","M",30,"no"
"771",10767,52,111,89,87,98,76,59,700,"High","High","High","F",20,"no"
"772",3607,67,84,68,65,16,87,19,134,"Low","High","High","M",33,"no"
"773",15480,74,94,65,74,49,57,31,382,"Low","High","High","F",23,"no"
"774",5998,95,93,16,24,16,18,15,172,"Low","Low","Low","F",21,"no"
"775",7421,68,120,96,94,97,97,38,228,"High","High","High","M",20,"no"
"776",15052,80,87,43,37,48,64,23,392,"Low","High","Low","F",21,"no"
"777",15052,80,87,43,37,48,64,23,392,"Low","High","Low","F",21,"no"
"778",10004,90,90,39,42,40,50,22,353,"Low","High","Low","F",25,"no"
"779",9253,88,61,51,31,16,74,22,387,"Low","High","Low","F",31,"yes"
"780",8953,88,55,28,22,16,44,23,238,"Low","High","Low","F",24,"no"
"781",10828,87,100,60,55,68,76,23,463,"Low","High","High","M",34,"no"
"782",13737,64,120,29,40,16,26,29,376,"Low","Low","Low","M",21,"no"
"783",17155,68,108,73,80,56,35,20,308,"Low","Low","High","M",20,"no"
"784",6203,91,102,29,27,41,50,30,184,"Low","Low","Low","M",26,"no"
"785",10894,78,88,60,46,16,80,31,383,"Low","High","Low","M",25,"no"
"786",9051,77,108,64,66,71,66,16,436,"Low","High","High","F",35,"no"
"787",9828,76,102,75,75,83,78,43,310,"Low","High","High","M",19,"no"
"788",5298,94,108,44,49,62,48,35,243,"Low","Low","Low","M",23,"no"
"789",15272,82,108,45,46,16,49,26,483,"Low","High","High","F",39,"no"
"790",14500,65,116,74,74,71,71,44,614,"Low","High","High","F",20,"yes"
"791",6911,94,100,38,42,45,43,21,326,"Low","Low","Low","M",58,"yes"
"792",7080,78,128,73,63,89,81,54,301,"Low","High","High","M",29,"no"
"793",1479,73,108,48,51,72,52,12,67,"Low","Low","Low","F",35,"no"
"794",4428,86,104,77,72,75,87,24,210,"Low","High","High","F",28,"no"
"795",6325,49,109,69,70,82,70,18,309,"Low","Low","High","F",20,"no"
"796",10599,81,116,61,66,37,63,28,339,"Low","High","High","M",20,"no"
"797",4271,87,108,27,24,16,41,31,112,"Low","Low","Low","M",33,"no"
"798",7902,36,120,96,97,64,81,33,386,"Low","High","High","F",21,"no"
"799",12669,68,79,85,84,93,87,21,265,"High","High","High","M",22,"no"
"800",7936,78,96,88,88,16,79,13,215,"Low","High","High","M",65,"no"
"801",11614,87,80,20,29,42,18,19,272,"Low","Low","Low","M",20,"no"
"802",26074,78,116,46,58,32,35,40,559,"Low","High","High","F",22,"yes"
"803",12883,77,105,58,64,68,61,38,419,"Low","High","High","M",32,"no"
"804",19592,60,96,93,95,63,64,15,668,"Low","High","High","F",22,"no"
"805",11731,76,113,64,63,59,74,30,560,"Low","High","High","M",21,"no"
"806",1594,71,97,80,83,71,74,24,55,"Low","High","High","F",21,"no"
"807",20416,70,109,58,56,85,68,25,433,"Low","High","High","F",20,"no"
"808",18586,88,96,23,19,16,35,15,567,"Low","Low","Low","F",31,"yes"
"809",6787,46,88,86,81,73,97,22,205,"Low","High","High","M",23,"no"
"810",20476,81,62,13,9,16,16,22,549,"Low","Low","Low","M",21,"yes"
"811",11986,58,108,76,70,99,98,15,296,"High","High","High","M",20,"no"
"812",3578,86,83,48,9,53,73,20,200,"Low","Low","Low","F",27,"no"
"813",7290,93,93,40,24,16,64,23,252,"Low","High","Low","M",24,"no"
"814",12378,89,100,32,25,48,48,22,623,"Low","Low","Low","M",38,"no"
"815",15944,69,87,73,76,79,59,26,458,"Low","High","High","M",33,"no"
"816",5196,84,87,26,25,61,33,24,156,"Low","Low","Low","F",20,"no"
"817",4257,94,89,61,68,16,46,7,130,"Low","Low","High","M",20,"no"
"818",22974,82,108,28,28,44,37,24,700,"Low","Low","Low","M",26,"no"
"819",14759,59,98,84,81,55,68,27,411,"Low","High","High","F",24,"no"
"820",7047,90,96,59,39,59,79,21,479,"Low","High","Low","F",31,"no"
"821",3636,95,44,25,9,16,41,15,182,"Low","Low","Low","M",30,"no"
"822",220,7,144,14,37,65,7,100,4,"Low","Low","Low","M",21,"yes"
"823",16094,84,108,37,42,16,47,29,379,"Low","High","Low","F",20,"no"
"824",14136,82,116,33,35,16,53,36,532,"Low","High","Low","M",33,"no"
"825",7591,61,128,57,43,51,81,41,186,"Low","High","Low","F",25,"no"
"826",13249,69,108,67,66,35,83,25,397,"Low","High","High","F",20,"no"
"827",6102,95,104,28,9,48,44,30,221,"Low","Low","Low","F",32,"no"
"828",15385,65,104,87,89,59,71,24,473,"Low","High","High","M",32,"no"
"829",4642,95,108,40,40,16,55,28,284,"Low","Low","Low","F",20,"no"
"830",11911,60,124,74,83,58,75,50,413,"Low","High","High","M",23,"no"
"831",10471,55,116,42,31,71,62,23,484,"Low","High","Low","F",22,"no"
"832",9884,79,100,74,74,83,80,22,287,"Low","High","High","M",19,"no"
"833",7893,87,86,77,72,94,66,15,300,"High","High","High","F",20,"no"
"834",7304,80,104,76,81,16,38,25,246,"Low","Low","High","F",23,"no"
"835",9364,84,96,70,77,16,53,17,257,"Low","High","High","F",20,"no"
"836",6088,91,104,58,53,77,75,25,256,"Low","High","Low","M",23,"yes"
"837",5561,82,77,87,82,98,83,33,254,"Low","High","High","M",21,"no"
"838",27562,63,104,73,78,64,86,19,811,"Low","High","High","M",35,"no"
"839",18681,53,101,86,88,82,62,26,521,"High","High","High","M",24,"no"
"840",3719,76,112,92,93,63,86,25,154,"Low","High","High","F",23,"no"
"841",1642,32,128,34,21,16,48,12,91,"Low","Low","Low","F",37,"no"
"842",23544,68,116,67,66,33,75,38,729,"Low","High","High","M",28,"no"
"843",12310,59,112,98,98,70,90,30,432,"Low","High","High","M",20,"no"
"844",11946,72,94,81,84,86,73,22,368,"Low","High","High","M",22,"yes"
"845",20386,39,116,92,94,80,78,29,609,"Low","High","High","M",19,"no"
"846",18734,51,58,95,96,90,91,21,376,"Low","High","High","M",37,"yes"
"847",8224,85,90,63,68,59,53,20,478,"Low","Low","High","F",21,"no"
"848",14607,72,108,71,73,76,73,30,412,"Low","High","High","M",26,"yes"
"849",8781,76,96,95,95,82,66,23,246,"Low","High","High","F",28,"no"
"850",7396,88,101,48,47,70,68,20,261,"Low","High","Low","F",23,"no"
"851",4766,91,104,63,67,69,60,19,153,"Low","Low","Low","M",27,"no"
"852",4380,52,109,87,80,79,96,49,270,"Low","High","High","M",19,"yes"
"853",12646,75,108,72,71,86,61,29,271,"Low","High","High","M",21,"no"
"854",8541,51,98,94,94,73,58,33,226,"Low","High","High","M",20,"no"
"855",14265,81,97,61,63,68,60,21,312,"Low","High","High","M",23,"no"
"856",12664,72,112,76,77,78,80,25,350,"Low","High","High","F",20,"no"
"857",10815,76,104,76,83,63,68,26,287,"Low","High","High","M",20,"no"
"858",3858,91,84,49,38,76,64,27,116,"Low","Low","Low","F",20,"no"
"859",13760,84,101,38,51,16,37,26,395,"Low","Low","High","F",20,"no"
"860",22531,63,116,79,85,64,84,27,533,"Low","High","High","M",19,"no"
"861",8671,47,108,96,95,92,85,20,318,"High","High","High","M",19,"no"
"862",25173,41,128,92,92,97,86,44,980,"High","High","High","F",20,"yes"
"863",7376,37,110,95,92,97,97,42,255,"High","High","High","M",24,"no"
"864",13695,68,112,65,76,35,45,26,422,"Low","High","High","M",23,"no"
"865",9226,76,101,74,52,75,94,22,378,"Low","High","Low","F",36,"no"
"866",6617,83,104,75,74,64,85,17,376,"Low","High","High","F",33,"yes"
"867",31545,80,116,23,34,16,27,34,657,"Low","High","Low","M",33,"no"
"868",9379,68,86,63,63,69,67,21,256,"Low","High","High","F",20,"no"
"869",924,25,132,14,9,16,18,30,59,"Low","Low","Low","M",44,"yes"
"870",6886,79,100,79,83,73,74,33,268,"Low","High","High","M",20,"no"
"871",8043,62,98,74,77,83,62,25,284,"Low","High","High","F",23,"no"
"872",10407,33,120,100,100,100,100,35,393,"High","High","High","M",23,"yes"
"873",18263,76,116,51,62,39,54,36,810,"Low","High","High","M",30,"no"
"874",5327,39,113,95,85,98,99,50,321,"Low","High","High","F",23,"no"
"875",12397,71,66,73,70,81,83,29,462,"Low","High","High","M",47,"no"
"876",4804,72,96,92,93,91,90,4,168,"Low","High","High","M",48,"no"
"877",11009,71,105,73,79,16,71,25,298,"Low","High","High","M",25,"no"
"878",16074,55,106,75,59,94,86,27,390,"High","High","High","M",23,"yes"
"879",3866,64,80,83,82,92,83,12,124,"Low","Low","High","M",21,"no"
"880",10434,88,90,38,48,53,35,18,251,"Low","Low","Low","F",21,"no"
"881",6258,56,103,89,92,73,65,54,141,"Low","High","High","M",24,"no"
"882",23643,55,100,89,85,49,96,24,744,"Low","High","High","M",20,"yes"
"883",7670,95,89,34,23,16,54,12,280,"Low","Low","Low","F",29,"no"
"884",11675,88,104,33,45,16,28,27,323,"Low","Low","Low","F",20,"no"
"885",5823,79,96,85,88,75,80,12,251,"Low","High","High","F",21,"no"
"886",11495,83,41,34,34,38,51,23,263,"Low","High","Low","F",23,"no"
"887",3693,90,104,65,41,16,86,24,189,"Low","High","Low","F",25,"no"
"888",12169,57,116,89,80,98,94,44,360,"High","High","High","M",20,"no"
"889",7859,62,120,69,70,88,61,29,216,"High","High","High","F",22,"no"
"890",10619,90,79,17,19,35,25,23,262,"Low","Low","Low","F",49,"no"
"891",6042,47,113,93,93,95,90,37,148,"High","High","High","M",24,"no"
"892",28978,57,88,78,73,92,93,37,926,"High","High","High","F",24,"no"
"893",10956,53,120,85,84,95,71,34,413,"High","High","High","M",19,"no"
"894",10300,63,97,93,91,98,97,26,396,"High","High","High","F",32,"no"
"895",14328,53,120,95,95,95,87,44,300,"High","High","High","M",28,"no"
"896",7663,76,116,98,95,99,99,39,480,"High","High","High","F",21,"no"
"897",13508,85,97,37,45,16,33,21,509,"Low","High","High","M",35,"no"
"898",18111,67,113,70,71,84,67,37,378,"High","High","High","F",20,"no"
"899",7772,65,109,98,99,98,95,29,233,"High","High","High","M",23,"no"
"900",25819,59,100,93,94,73,77,27,615,"Low","High","High","F",22,"no"
"901",11463,61,86,87,88,88,70,17,419,"High","High","High","M",20,"no"
"902",5431,81,112,54,62,16,56,38,223,"Low","Low","High","F",19,"no"
"903",4628,77,124,60,47,45,80,41,272,"Low","High","Low","M",21,"no"
"904",24559,52,94,90,92,80,92,25,528,"High","High","High","M",24,"no"
"905",5271,92,79,53,62,34,44,25,190,"Low","Low","Low","M",49,"no"
"906",16022,60,108,84,89,82,51,35,345,"Low","High","High","M",21,"no"
"907",15199,67,97,71,69,40,78,22,446,"Low","High","High","F",29,"no"
"908",36238,46,112,98,98,97,93,37,1079,"High","High","High","M",19,"yes"
"909",11592,61,120,96,95,86,92,30,389,"Low","High","High","M",23,"no"
"910",1352,76,105,99,100,100,95,24,110,"High","High","High","M",39,"no"
"911",2595,35,117,53,46,50,73,16,60,"Low","High","Low","F",50,"no"
"912",2953,95,70,33,23,64,48,26,214,"Low","Low","Low","F",57,"no"
"913",15077,81,100,57,24,78,79,24,752,"Low","High","Low","F",30,"no"
"914",5123,92,79,86,24,16,98,15,202,"Low","High","Low","F",21,"no"
"915",5688,76,102,77,77,66,88,34,285,"Low","High","High","M",20,"no"
"916",4415,98,100,16,19,16,21,25,278,"Low","Low","Low","M",28,"no"
"917",13736,52,77,85,79,96,89,33,411,"Low","High","High","F",20,"yes"
"918",18972,76,93,65,61,60,72,23,517,"Low","High","High","M",21,"yes"
"919",8863,70,108,87,81,98,90,29,271,"High","High","High","F",23,"no"
"920",7222,66,120,33,25,59,45,40,204,"Low","Low","Low","F",19,"no"
"921",5358,88,69,59,45,44,82,14,286,"Low","Low","Low","F",25,"no"
"922",7945,88,90,53,56,79,41,25,199,"Low","High","High","F",22,"no"
"923",13179,48,74,99,99,95,96,35,423,"High","High","High","M",21,"no"
"924",6571,94,104,33,19,46,54,17,234,"Low","Low","Low","F",36,"no"
"925",3358,54,124,35,23,16,56,28,152,"Low","Low","Low","M",20,"no"
"926",7679,52,116,99,99,99,98,39,404,"High","High","High","M",21,"yes"
"927",16744,45,120,97,95,92,99,33,669,"Low","High","High","M",20,"no"
"928",22248,55,101,80,80,86,82,21,538,"High","High","High","M",19,"no"
"929",13543,84,116,34,23,16,55,29,467,"Low","High","Low","F",21,"no"
"930",14892,53,90,79,71,32,94,23,523,"Low","High","High","F",27,"no"
"931",8194,87,116,50,54,56,53,36,456,"Low","High","High","F",22,"no"
"932",11727,79,108,66,39,64,88,30,474,"Low","High","Low","M",39,"no"
"933",5281,86,104,48,52,47,57,15,290,"Low","Low","Low","M",33,"yes"
"934",11163,30,105,94,96,87,97,41,361,"High","High","High","F",23,"yes"
"935",9265,86,70,27,36,67,31,31,236,"Low","Low","Low","F",19,"no"
"936",21149,78,23,17,22,16,19,15,396,"Low","Low","Low","M",22,"no"
"937",21411,70,91,56,65,58,59,36,452,"Low","High","High","M",24,"no"
"938",1045,23,118,25,39,43,17,35,19,"Low","Low","Low","M",31,"no"
"939",11696,49,116,84,85,35,87,30,336,"Low","High","High","M",19,"no"
"940",16169,76,83,61,65,72,51,20,349,"Low","High","High","M",21,"no"
"941",1440,60,81,100,100,100,100,29,263,"High","High","High","M",18,"no"
"942",7452,69,83,92,94,90,81,21,327,"Low","High","High","M",21,"no"
"943",6353,58,132,82,82,57,92,51,130,"Low","High","High","M",23,"no"
"944",16814,82,94,34,19,56,54,32,473,"Low","High","Low","M",20,"no"
"945",4031,40,128,98,94,99,99,36,275,"High","High","High","F",20,"no"
"946",15100,77,112,54,55,16,52,33,652,"Low","High","High","M",29,"no"
"947",17007,86,100,33,43,16,32,23,482,"Low","High","Low","F",18,"yes"
"948",13879,79,100,73,79,41,75,16,395,"Low","High","High","M",49,"no"
"949",11481,75,104,61,49,72,80,30,386,"Low","High","High","M",27,"no"
"950",7162,55,124,98,98,82,99,51,243,"Low","High","High","M",21,"no"
"951",18161,41,128,88,92,77,90,49,564,"Low","High","High","M",20,"no"
"952",5095,69,98,62,56,55,79,33,170,"Low","Low","High","M",29,"no"
"953",8826,78,87,45,58,16,54,13,232,"Low","High","High","F",27,"no"
"954",1742,5,144,23,25,60,26,83,119,"Low","Low","Low","F",34,"no"
"955",6374,71,81,89,91,47,83,21,221,"Low","High","High","F",26,"no"
"956",10822,54,120,38,51,54,33,25,349,"Low","Low","High","F",21,"no"
"957",3152,93,96,72,71,87,80,9,150,"Low","High","Low","F",30,"no"
"958",9216,84,96,68,48,61,88,20,427,"Low","High","Low","F",39,"yes"
"959",15813,71,120,64,72,44,47,41,403,"Low","High","High","F",22,"yes"
"960",6305,90,109,51,42,60,71,40,261,"Low","Low","Low","M",25,"no"
"961",11272,88,105,26,39,50,17,23,461,"Low","Low","Low","F",22,"no"
"962",11066,65,113,80,85,16,68,41,419,"Low","High","High","M",28,"no"
"963",4525,49,124,77,73,42,89,39,154,"Low","High","High","F",22,"no"
"964",15922,82,104,49,35,16,72,39,351,"Low","High","Low","M",25,"no"
"965",4945,77,104,52,51,16,65,18,126,"Low","Low","Low","F",26,"no"
"966",7219,73,104,88,91,51,85,30,363,"Low","High","High","M",20,"yes"
"967",15681,85,100,43,55,59,38,24,449,"Low","Low","High","F",27,"yes"
"968",7652,78,104,33,47,16,22,17,211,"Low","Low","Low","F",32,"no"
"969",16465,75,106,50,46,46,69,35,422,"Low","High","High","F",25,"no"
"970",15966,81,108,54,65,72,30,27,504,"Low","Low","High","F",25,"yes"
"971",24397,72,120,54,56,48,63,38,641,"Low","High","High","M",29,"no"
"972",11866,91,96,26,34,16,35,26,349,"Low","Low","Low","M",40,"no"
"973",9221,80,101,63,70,50,53,33,245,"Low","High","High","F",22,"no"
"974",13219,51,120,55,46,81,74,37,366,"Low","High","High","M",25,"no"
"975",15118,77,52,39,54,36,29,22,294,"Low","Low","High","F",21,"no"
"976",11055,89,104,45,39,56,63,27,311,"Low","High","Low","M",19,"no"
"977",20294,83,96,53,58,63,65,15,608,"Low","High","High","M",37,"no"
"978",1089,95,72,37,49,16,32,13,27,"Low","Low","Low","F",29,"no"
"979",4286,28,136,20,9,16,30,52,132,"Low","Low","Low","M",24,"no"
"980",385,43,117,100,100,100,100,35,226,"High","High","High","M",19,"no"
"981",14745,75,93,48,39,56,71,21,509,"Low","High","Low","F",26,"no"
"982",10021,87,105,42,33,16,64,30,492,"Low","High","Low","M",36,"no"
"983",10472,82,58,53,30,41,77,18,469,"Low","High","Low","F",40,"no"
"984",5345,73,83,99,99,94,98,22,217,"High","High","High","M",21,"no"
"985",17507,53,105,99,99,93,97,28,614,"High","High","High","M",20,"no"
"986",2021,21,140,90,88,97,88,83,119,"High","High","High","M",26,"no"
"987",7272,78,108,31,32,75,25,23,194,"Low","Low","Low","M",28,"no"
"988",6917,69,98,78,73,65,87,26,185,"Low","High","High","F",21,"no"
"989",22570,49,90,99,99,79,98,21,585,"Low","High","High","M",21,"no"
"990",10322,75,90,86,90,92,56,24,266,"High","High","High","M",21,"no"
"991",14037,70,116,34,42,40,43,25,305,"Low","Low","High","M",27,"no"
"992",10792,63,81,47,30,43,68,27,568,"Low","High","Low","F",22,"no"
"993",21670,66,104,76,81,38,56,27,726,"Low","High","High","F",23,"no"
"994",10273,57,116,68,72,16,74,26,297,"Low","High","High","F",22,"no"
"995",8481,78,100,83,86,16,77,23,296,"Low","High","High","F",21,"no"
"996",4536,97,96,38,31,53,55,12,204,"Low","Low","Low","F",22,"no"
"997",5448,68,81,74,69,89,81,21,273,"Low","High","High","F",25,"no"
"998",13223,54,112,87,90,41,62,25,364,"Low","High","High","M",22,"yes"
"999",9099,81,112,68,74,65,67,28,219,"Low","High","High","F",18,"no"
"1000",10769,66,112,24,9,50,40,31,247,"Low","Low","Low","F",39,"no"
"1001",4740,11,144,61,68,64,41,77,212,"Low","High","High","M",21,"no"
"1002",10453,70,95,77,68,44,88,37,340,"Low","High","High","F",21,"no"
"1003",9290,78,132,62,49,90,70,44,396,"High","High","Low","M",36,"no"
"1004",5481,58,87,96,96,52,54,13,253,"Low","Low","High","M",19,"no"
"1005",11421,72,105,62,48,65,85,32,211,"Low","High","High","M",23,"no"
"1006",8727,62,120,94,95,91,84,41,540,"High","High","High","M",19,"no"
"1007",8664,58,106,97,97,62,88,41,249,"Low","High","High","M",24,"no"
"1008",16050,77,88,46,55,40,42,34,414,"Low","High","High","F",32,"no"
"1009",14022,85,100,48,56,53,56,26,498,"Low","High","High","F",23,"no"
"1010",14123,62,128,71,9,87,89,48,547,"Low","High","Low","M",22,"no"
"1011",6809,93,90,30,34,49,22,22,346,"Low","Low","Low","M",36,"no"
"1012",935,59,109,89,24,99,74,44,33,"Low","Low","Low","M",21,"no"
"1013",8285,65,128,91,92,55,91,51,422,"Low","High","High","M",19,"no"
"1014",11497,72,83,73,78,16,28,17,617,"Low","Low","High","M",30,"no"
"1015",11930,64,48,78,78,51,86,16,253,"Low","High","High","M",26,"no"
"1016",7081,77,90,32,38,76,21,11,180,"Low","Low","Low","M",22,"no"
"1017",13486,82,101,44,65,16,44,24,291,"Low","High","High","M",49,"no"
"1018",9733,66,108,97,98,47,94,27,388,"Low","High","High","M",24,"no"
"1019",10707,78,109,49,68,60,64,38,391,"Low","High","High","F",19,"no"
"1020",18805,78,116,40,45,46,48,30,407,"Low","High","High","F",21,"no"
"1021",14717,64,87,83,86,50,54,23,327,"Low","High","High","M",34,"no"
"1022",2968,11,144,55,63,46,52,57,122,"Low","High","High","M",20,"no"
"1023",6831,34,120,98,98,69,93,25,261,"Low","High","High","M",21,"yes"
"1024",8211,95,96,28,22,43,42,11,391,"Low","Low","Low","M",24,"no"
"1025",10868,59,98,94,91,89,98,25,335,"High","High","High","M",20,"no"
"1026",11558,70,104,88,92,50,51,32,284,"Low","Low","High","M",23,"no"
"1027",7367,93,104,35,23,16,56,28,221,"Low","Low","Low","F",25,"no"
"1028",8659,86,120,41,48,16,59,32,294,"Low","Low","Low","F",20,"no"
"1029",11617,86,91,34,33,16,47,23,301,"Low","High","Low","F",21,"no"
"1030",2354,86,68,85,71,97,94,7,218,"Low","High","Low","F",31,"no"
"1031",9152,53,136,89,84,92,99,49,435,"High","High","High","M",21,"yes"
"1032",18013,64,94,78,78,67,80,34,406,"High","High","High","M",50,"no"
"1033",22804,47,120,96,98,87,97,38,892,"High","High","High","M",19,"no"
"1034",12438,42,128,94,95,91,92,46,331,"High","High","High","M",20,"yes"
"1035",8975,86,98,67,74,44,44,19,318,"Low","Low","Low","F",23,"no"
"1036",8324,86,124,36,39,39,43,45,307,"Low","Low","Low","M",29,"no"
"1037",2180,72,109,78,73,95,71,51,119,"Low","Low","Low","M",29,"no"
"1038",5729,93,98,30,28,61,32,26,149,"Low","Low","Low","M",19,"no"
"1039",12644,75,116,46,51,16,53,27,512,"Low","High","High","M",38,"no"
"1040",14081,84,96,55,63,16,49,8,521,"Low","High","High","F",31,"no"
"1041",9979,68,108,86,87,70,89,33,288,"Low","High","High","M",21,"no"
"1042",17633,69,95,56,68,82,62,31,625,"Low","High","High","M",22,"no"
"1043",22191,49,109,88,88,93,83,39,566,"High","High","High","M",19,"no"
"1044",15092,86,100,36,54,46,41,18,465,"Low","High","Low","M",19,"no"
"1045",7812,62,101,54,42,44,71,30,296,"Low","High","Low","F",32,"no"
"1046",15280,49,112,88,91,96,89,23,389,"High","High","High","M",23,"no"
"1047",11671,84,112,50,50,57,61,32,477,"Low","High","High","F",20,"no"
"1048",12082,25,128,96,95,87,96,31,522,"Low","High","High","M",31,"no"
"1049",3267,84,93,71,76,78,48,12,95,"Low","Low","Low","F",20,"yes"
"1050",12284,17,140,48,66,50,45,44,255,"Low","High","High","M",21,"yes"
"1051",23187,71,113,53,50,42,73,43,653,"Low","High","High","F",21,"no"
"1052",5229,54,102,91,90,82,94,38,172,"Low","High","High","F",24,"no"
"1053",8147,92,90,19,9,16,28,13,309,"Low","Low","Low","F",25,"no"
"1054",8091,39,124,77,56,85,92,36,484,"Low","High","High","F",38,"yes"
"1055",17195,80,87,42,49,57,30,28,421,"Low","Low","High","M",47,"no"
"1056",6886,83,108,49,56,71,68,15,220,"Low","High","Low","M",30,"no"
"1057",9004,62,110,15,9,16,20,42,317,"Low","Low","Low","F",24,"no"
"1058",14938,81,101,50,63,58,47,23,401,"Low","High","High","M",19,"no"
"1059",11149,68,84,78,82,85,76,26,352,"Low","High","High","F",19,"no"
"1060",3624,98,86,21,9,65,31,17,185,"Low","Low","Low","F",29,"no"
"1061",25961,50,91,78,76,46,75,19,762,"Low","High","High","M",24,"no"
"1062",12774,55,87,99,99,91,97,24,283,"High","High","High","M",20,"no"
"1063",11184,91,104,36,38,41,50,30,362,"Low","Low","Low","M",39,"yes"
"1064",12632,61,79,99,99,99,98,16,399,"High","High","High","M",24,"no"
"1065",24725,77,98,37,38,58,47,31,691,"Low","High","Low","F",21,"no"
"1066",18813,75,104,65,72,64,44,21,372,"Low","High","High","M",20,"no"
"1067",19715,55,104,87,89,94,76,21,353,"High","High","High","F",45,"no"
"1068",5391,74,104,84,73,84,98,14,196,"Low","High","High","M",28,"no"
"1069",3248,93,97,57,52,53,74,22,291,"Low","Low","Low","F",46,"no"
"1070",19508,69,104,73,78,57,75,24,403,"Low","High","High","F",19,"no"
"1071",11126,75,93,66,65,59,78,16,332,"Low","High","High","F",34,"no"
"1072",9013,82,97,72,78,44,54,19,255,"Low","Low","High","F",21,"no"
"1073",37085,55,105,96,95,75,91,35,802,"Low","High","High","M",19,"no"
"1074",3251,93,89,67,24,16,91,20,210,"Low","High","Low","M",50,"no"
"1075",11568,67,116,79,69,45,94,30,577,"Low","High","High","M",27,"no"
"1076",13174,49,113,93,90,97,98,38,444,"High","High","High","M",23,"no"
