duration,acc.death.rider,gender,premium.frequency,risk.state,underwriting.age,living.place,annual.premium,DJIA,surrender,allcause
57.51,Rider,Female,Annual,NonSmoker,Young,Other,-0.25,2.13,0,1
57.51,NoRider,Male,InfraAnnual,NonSmoker,Middle,Other,-0.66,-0.38,0,0
57.51,Rider,Male,Other,Smoker,Young,Other,-0.83,-0.38,0,0
57.51,NoRider,Male,Annual,NonSmoker,Young,EastCoast,-0.32,-0.38,0,0
57.51,NoRider,Male,InfraAnnual,Smoker,Middle,Other,1.95,-0.38,0,0
57.51,NoRider,Female,InfraAnnual,Smoker,Middle,Other,-0.37,-0.38,0,0
57.52,NoRider,Female,InfraAnnual,Smoker,Young,Other,-0.04,-0.38,0,0
57.52,Rider,Male,Annual,NonSmoker,Middle,Other,1.75,-0.38,0,0
57.52,NoRider,Male,Annual,NonSmoker,Middle,Other,0.7,-0.38,0,0
57.52,Rider,Male,Annual,Smoker,Young,Other,2.57,-0.38,0,0
57.52,NoRider,Female,InfraAnnual,Smoker,Young,Other,-0.96,-0.38,0,0
57.53,NoRider,Male,InfraAnnual,NonSmoker,Middle,Other,-0.64,2.13,1,1
57.53,NoRider,Female,InfraAnnual,NonSmoker,Young,Other,-0.86,-0.38,0,0
57.53,NoRider,Female,InfraAnnual,Smoker,Middle,Other,0.57,-0.38,0,0
57.53,NoRider,Female,InfraAnnual,Smoker,Young,Other,-0.6,-0.38,0,0
57.53,NoRider,Female,Other,NonSmoker,Middle,WestCoast,-0.63,-0.38,0,0
57.53,Rider,Male,Annual,NonSmoker,Young,Other,-0.79,-0.38,0,0
57.53,NoRider,Female,InfraAnnual,Smoker,Young,Other,1.81,-0.38,0,0
57.53,NoRider,Female,Other,NonSmoker,Middle,Other,-0.54,-0.38,0,0
57.53,NoRider,Female,Other,Smoker,Old,WestCoast,-0.95,-0.38,0,0
57.53,NoRider,Male,Annual,NonSmoker,Young,Other,-0.94,-0.38,0,0
57.54,NoRider,Female,Other,NonSmoker,Young,EastCoast,-0.74,2.13,0,1
57.54,Rider,Male,InfraAnnual,NonSmoker,Middle,Other,-0.75,-0.38,0,0
57.54,NoRider,Male,Annual,Smoker,Middle,Other,-0.03,-0.38,0,0
57.54,NoRider,Female,Other,NonSmoker,Middle,Other,-0.85,-0.38,0,0
57.55,NoRider,Male,InfraAnnual,NonSmoker,Old,Other,-0.02,-0.38,0,0
57.55,NoRider,Male,InfraAnnual,Smoker,Middle,EastCoast,-0.45,-0.38,0,0
57.55,NoRider,Female,InfraAnnual,NonSmoker,Middle,Other,0.02,-0.38,0,0
57.55,NoRider,Male,Annual,Smoker,Young,EastCoast,-0.39,-0.38,0,0
57.55,NoRider,Female,Annual,NonSmoker,Young,Other,1.79,-0.38,0,0
57.56,NoRider,Female,InfraAnnual,NonSmoker,Young,Other,2.43,-0.38,0,0
57.56,NoRider,Male,InfraAnnual,Smoker,Young,WestCoast,-0.5,-0.38,0,0
57.56,NoRider,Female,InfraAnnual,NonSmoker,Old,Other,-0.12,-0.38,0,0
57.56,NoRider,Female,Annual,Smoker,Middle,WestCoast,-1.03,-0.38,0,0
57.56,NoRider,Male,Annual,NonSmoker,Young,EastCoast,1.8,-0.38,0,0
57.56,NoRider,Male,Annual,NonSmoker,Young,EastCoast,0.21,-0.38,0,0
57.56,NoRider,Male,InfraAnnual,Smoker,Old,Other,-1.07,-0.38,0,0
57.56,NoRider,Female,InfraAnnual,NonSmoker,Middle,Other,-0.54,-0.38,0,0
57.57,NoRider,Female,InfraAnnual,NonSmoker,Young,EastCoast,-0.65,1.46,1,1
57.57,Rider,Female,Annual,Smoker,Young,EastCoast,-0.96,-0.38,0,0
57.57,NoRider,Female,InfraAnnual,Smoker,Middle,Other,1.14,-0.38,0,0
57.57,Rider,Male,Other,NonSmoker,Middle,Other,-0.7,-0.38,0,0
57.57,Rider,Male,InfraAnnual,Smoker,Young,Other,1.1,-0.38,0,0
57.58,NoRider,Female,InfraAnnual,NonSmoker,Middle,Other,-1.04,-0.38,0,0
57.58,NoRider,Female,InfraAnnual,NonSmoker,Young,EastCoast,0.45,-0.38,0,0
57.58,NoRider,Male,InfraAnnual,Smoker,Middle,Other,-0.65,-0.38,0,0
57.58,Rider,Female,InfraAnnual,NonSmoker,Young,WestCoast,-0.39,-0.38,0,0
57.58,Rider,Female,InfraAnnual,Smoker,Old,Other,0.66,-0.38,0,0
57.59,NoRider,Male,InfraAnnual,Smoker,Old,EastCoast,-0.65,-0.38,0,0
57.59,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,-0.78,-0.38,0,0
57.59,NoRider,Female,InfraAnnual,NonSmoker,Middle,Other,0.76,-0.38,0,0
57.59,NoRider,Male,InfraAnnual,NonSmoker,Middle,Other,-1.0,-0.38,0,0
57.59,NoRider,Female,Other,NonSmoker,Middle,Other,-0.3,-0.38,0,0
57.59,NoRider,Female,Annual,Smoker,Young,Other,0.8,-0.38,0,0
57.6,Rider,Male,Annual,NonSmoker,Middle,EastCoast,1.26,-0.38,0,0
57.6,Rider,Male,Other,NonSmoker,Young,Other,-0.75,-0.38,0,0
57.6,NoRider,Male,Annual,NonSmoker,Old,EastCoast,-0.38,-0.38,0,0
57.62,Rider,Female,InfraAnnual,Smoker,Old,Other,1.62,-0.38,0,0
57.62,NoRider,Female,Annual,NonSmoker,Young,Other,-0.72,-0.38,0,0
57.62,NoRider,Female,InfraAnnual,Smoker,Old,Other,-0.85,-0.38,0,0
57.62,NoRider,Female,Annual,NonSmoker,Middle,EastCoast,-0.44,-0.38,0,0
57.62,NoRider,Female,InfraAnnual,NonSmoker,Young,Other,0.29,-0.38,0,0
57.62,NoRider,Female,InfraAnnual,NonSmoker,Young,Other,-1.07,-0.38,0,0
57.64,NoRider,Male,InfraAnnual,NonSmoker,Young,EastCoast,-0.21,1.46,1,1
57.65,Rider,Male,InfraAnnual,NonSmoker,Young,Other,-0.74,-0.38,0,0
57.66,NoRider,Male,Annual,Smoker,Middle,Other,0.48,-0.38,0,0
57.66,NoRider,Male,Annual,Smoker,Middle,Other,1.54,-0.38,0,0
57.66,Rider,Female,Other,NonSmoker,Young,Other,-1.06,-0.38,0,0
57.67,NoRider,Female,Annual,Smoker,Old,EastCoast,3.35,-0.38,0,0
57.67,NoRider,Male,Other,NonSmoker,Young,Other,-0.43,-0.38,0,0
57.67,NoRider,Female,InfraAnnual,NonSmoker,Old,Other,-0.49,-0.38,0,0
57.67,NoRider,Male,Other,Smoker,Young,EastCoast,-0.96,-0.38,0,0
57.67,NoRider,Male,Annual,NonSmoker,Young,EastCoast,-0.03,-0.38,0,0
57.67,NoRider,Male,Annual,Smoker,Old,Other,-0.91,-0.38,0,0
57.68,NoRider,Female,Annual,NonSmoker,Young,Other,-0.75,-0.38,0,0
57.68,Rider,Male,Annual,Smoker,Middle,EastCoast,-0.51,-0.38,0,0
57.68,NoRider,Male,Annual,Smoker,Young,EastCoast,-0.41,-0.38,0,0
57.68,Rider,Female,InfraAnnual,NonSmoker,Young,Other,0.68,-0.38,0,0
57.68,NoRider,Male,InfraAnnual,Smoker,Middle,Other,-0.89,-0.38,0,0
57.68,NoRider,Female,InfraAnnual,Smoker,Middle,Other,-0.04,-0.38,0,0
57.68,NoRider,Female,InfraAnnual,Smoker,Middle,EastCoast,1.75,-0.38,0,0
57.69,NoRider,Male,InfraAnnual,Smoker,Young,EastCoast,-0.38,-0.38,0,0
57.69,Rider,Female,Annual,NonSmoker,Young,Other,-0.12,-0.38,0,0
57.7,NoRider,Female,InfraAnnual,Smoker,Old,WestCoast,0.08,-0.38,0,0
57.7,NoRider,Female,InfraAnnual,Smoker,Young,Other,-0.87,-0.38,0,0
57.7,NoRider,Male,InfraAnnual,NonSmoker,Old,EastCoast,-0.78,-0.38,0,0
57.71,Rider,Female,Annual,NonSmoker,Young,Other,-0.12,-0.38,0,0
57.71,NoRider,Male,InfraAnnual,NonSmoker,Young,WestCoast,-0.67,-0.38,0,0
57.73,Rider,Male,InfraAnnual,NonSmoker,Young,Other,2.43,0.55,1,1
57.73,NoRider,Male,InfraAnnual,Smoker,Young,Other,0.72,-0.38,0,0
57.73,NoRider,Female,Annual,NonSmoker,Young,WestCoast,1.58,-0.38,0,0
57.74,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,-0.28,-0.38,0,0
57.75,NoRider,Male,InfraAnnual,Smoker,Young,Other,-0.16,-0.38,0,0
57.75,NoRider,Male,Annual,NonSmoker,Young,EastCoast,-0.2,0.55,1,1
57.75,NoRider,Female,Annual,Smoker,Young,Other,-1.01,-0.38,0,0
57.75,NoRider,Male,Annual,Smoker,Middle,Other,-0.55,-0.38,0,0
57.75,NoRider,Male,Annual,Smoker,Old,WestCoast,0.04,-0.38,0,0
57.75,NoRider,Male,Other,NonSmoker,Middle,EastCoast,-0.66,-0.38,0,0
57.75,NoRider,Male,InfraAnnual,Smoker,Old,Other,0.63,-0.38,0,0
57.75,NoRider,Female,InfraAnnual,Smoker,Old,EastCoast,-1.03,-0.38,0,0
57.75,Rider,Female,InfraAnnual,NonSmoker,Young,Other,-0.75,-0.38,0,0
57.75,NoRider,Female,Other,NonSmoker,Young,Other,-0.87,-0.38,0,0
57.76,NoRider,Female,InfraAnnual,NonSmoker,Middle,Other,1.36,0.15,1,1
57.76,Rider,Male,Other,NonSmoker,Middle,Other,-0.52,-0.38,0,0
57.76,Rider,Female,Annual,NonSmoker,Middle,Other,-0.72,-0.38,0,0
57.76,Rider,Female,Annual,NonSmoker,Middle,Other,-0.6,0.15,1,1
57.77,NoRider,Male,InfraAnnual,Smoker,Young,Other,-0.04,-0.38,0,0
57.77,Rider,Female,InfraAnnual,NonSmoker,Young,Other,-0.62,-0.38,0,0
57.77,NoRider,Female,Other,NonSmoker,Young,Other,-1.02,-0.38,0,0
57.77,Rider,Female,InfraAnnual,NonSmoker,Young,Other,0.26,-0.38,0,0
57.77,NoRider,Male,InfraAnnual,Smoker,Middle,Other,-0.73,-0.38,0,0
57.77,NoRider,Female,InfraAnnual,NonSmoker,Middle,Other,-0.27,-0.38,0,0
57.78,NoRider,Female,InfraAnnual,NonSmoker,Old,Other,-0.34,1.46,0,1
57.78,NoRider,Female,Annual,Smoker,Middle,Other,-0.65,-0.38,0,0
57.78,NoRider,Male,Annual,Smoker,Middle,Other,5.06,-0.38,0,0
57.78,NoRider,Female,InfraAnnual,NonSmoker,Middle,Other,0.28,-0.38,0,0
57.78,NoRider,Female,Annual,NonSmoker,Middle,Other,-0.58,-0.38,0,0
57.79,NoRider,Male,InfraAnnual,Smoker,Middle,EastCoast,4.77,-0.38,0,0
57.79,NoRider,Male,Other,NonSmoker,Young,Other,-0.98,-0.38,0,0
57.79,NoRider,Female,Annual,NonSmoker,Middle,EastCoast,-1.07,-0.38,0,0
57.79,NoRider,Female,InfraAnnual,Smoker,Middle,Other,-0.61,-0.38,0,0
57.79,Rider,Male,Annual,NonSmoker,Old,Other,-0.58,-0.38,0,0
57.79,Rider,Female,Annual,NonSmoker,Young,Other,-0.63,-0.38,0,0
57.8,NoRider,Female,Annual,NonSmoker,Old,Other,-1.03,-0.38,0,0
57.8,Rider,Female,Annual,NonSmoker,Old,Other,-0.23,-0.38,0,0
57.8,NoRider,Male,Annual,Smoker,Middle,WestCoast,0.04,-0.38,0,0
57.81,NoRider,Female,InfraAnnual,Smoker,Middle,Other,-0.71,-0.38,0,0
57.81,NoRider,Female,Other,NonSmoker,Young,Other,-0.19,-0.38,0,0
57.81,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,2.66,-0.38,0,0
57.81,Rider,Female,InfraAnnual,Smoker,Young,Other,-0.68,-0.38,0,0
57.82,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,1.09,2.05,0,1
57.82,NoRider,Female,InfraAnnual,Smoker,Old,EastCoast,3.08,-0.38,0,0
57.82,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,-1.04,-0.38,0,0
57.82,NoRider,Female,InfraAnnual,NonSmoker,Young,Other,0.33,-0.38,0,0
57.82,NoRider,Male,Annual,NonSmoker,Old,Other,0.09,-0.38,0,0
57.82,NoRider,Female,Annual,NonSmoker,Old,Other,0.92,-0.38,0,0
57.82,NoRider,Female,Other,Smoker,Middle,Other,-0.39,-0.38,0,0
57.84,NoRider,Female,Other,Smoker,Old,EastCoast,-0.52,2.05,1,1
57.84,NoRider,Male,InfraAnnual,Smoker,Old,EastCoast,-0.52,-0.38,0,0
57.84,NoRider,Female,InfraAnnual,Smoker,Old,Other,-0.6,-0.38,0,0
57.84,NoRider,Female,Other,Smoker,Old,Other,-0.92,-0.38,0,0
57.84,NoRider,Male,Annual,NonSmoker,Young,Other,0.76,-0.38,0,0
57.84,NoRider,Female,InfraAnnual,NonSmoker,Young,Other,-0.02,-0.38,0,0
57.85,NoRider,Male,InfraAnnual,Smoker,Young,Other,0.16,2.13,0,1
57.85,Rider,Female,InfraAnnual,Smoker,Young,WestCoast,-0.78,-0.38,0,0
57.85,NoRider,Female,InfraAnnual,NonSmoker,Middle,Other,1.15,-0.38,0,0
57.85,NoRider,Female,Annual,Smoker,Middle,Other,-1.07,-0.38,0,0
57.85,NoRider,Male,Annual,Smoker,Young,WestCoast,-0.09,-0.38,0,0
57.86,NoRider,Female,Annual,Smoker,Young,Other,0.38,-0.38,0,0
57.86,NoRider,Female,InfraAnnual,Smoker,Middle,Other,-0.86,-0.38,0,0
57.86,NoRider,Female,InfraAnnual,NonSmoker,Old,Other,2.52,-0.38,0,0
57.86,NoRider,Male,Other,NonSmoker,Middle,Other,-0.48,-0.38,0,0
57.86,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,-0.81,-0.38,0,0
57.87,NoRider,Female,Annual,NonSmoker,Middle,EastCoast,-0.67,-0.38,0,0
57.87,Rider,Female,Annual,NonSmoker,Young,Other,-0.02,-0.38,0,0
57.87,NoRider,Female,Other,NonSmoker,Old,EastCoast,-0.83,-0.38,0,0
57.87,NoRider,Female,Other,NonSmoker,Young,Other,-0.44,-0.38,0,0
57.87,NoRider,Female,Annual,NonSmoker,Young,Other,-0.65,-0.38,0,0
57.87,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,-0.16,-0.38,0,0
57.88,Rider,Male,InfraAnnual,NonSmoker,Middle,Other,-0.44,-0.38,0,0
57.88,NoRider,Male,InfraAnnual,NonSmoker,Old,Other,-1.0,-0.38,0,0
57.88,NoRider,Male,Annual,NonSmoker,Young,Other,-0.24,-0.38,0,0
57.88,NoRider,Male,InfraAnnual,NonSmoker,Young,EastCoast,-1.04,-0.38,0,0
57.89,Rider,Female,InfraAnnual,Smoker,Old,Other,-1.0,-0.38,0,0
57.89,Rider,Male,Annual,Smoker,Young,EastCoast,-0.45,-0.38,0,0
57.89,Rider,Male,Annual,Smoker,Young,Other,-0.66,-0.38,0,0
57.89,NoRider,Male,Other,Smoker,Middle,Other,-0.48,-0.38,0,0
57.89,Rider,Male,InfraAnnual,Smoker,Old,Other,-0.06,-0.38,0,0
57.89,Rider,Male,InfraAnnual,Smoker,Middle,WestCoast,0.25,-0.38,0,0
57.89,NoRider,Male,InfraAnnual,Smoker,Young,Other,-0.81,-0.38,0,0
57.89,NoRider,Male,InfraAnnual,NonSmoker,Middle,Other,-0.36,-0.38,0,0
57.89,Rider,Female,Other,NonSmoker,Young,Other,1.03,0.15,1,1
57.9,NoRider,Female,InfraAnnual,NonSmoker,Middle,EastCoast,-0.57,-0.38,0,0
57.9,NoRider,Female,InfraAnnual,NonSmoker,Young,Other,0.85,-0.38,0,0
57.9,NoRider,Female,InfraAnnual,NonSmoker,Young,Other,1.6,-0.38,0,0
57.9,NoRider,Female,InfraAnnual,NonSmoker,Old,Other,0.54,-0.38,0,0
57.91,NoRider,Male,Annual,NonSmoker,Middle,Other,0.68,-0.38,0,0
57.91,NoRider,Male,InfraAnnual,NonSmoker,Old,Other,-0.46,-0.38,0,0
57.91,NoRider,Female,Annual,NonSmoker,Middle,Other,0.29,-0.38,0,0
57.91,Rider,Female,Annual,NonSmoker,Middle,Other,-0.9,-0.38,0,0
57.91,Rider,Female,InfraAnnual,NonSmoker,Young,EastCoast,-0.93,-0.38,0,0
57.91,NoRider,Male,InfraAnnual,NonSmoker,Middle,Other,2.79,-0.38,0,0
57.91,NoRider,Male,Other,NonSmoker,Young,Other,0.01,-0.38,0,0
57.92,NoRider,Female,Annual,Smoker,Middle,Other,-0.95,-0.38,0,0
57.92,NoRider,Male,Annual,NonSmoker,Middle,Other,-0.96,-0.38,0,0
57.92,NoRider,Male,Annual,Smoker,Old,Other,0.54,-0.38,0,0
57.92,NoRider,Male,Annual,Smoker,Middle,Other,-0.82,-0.38,0,0
57.92,NoRider,Female,InfraAnnual,NonSmoker,Young,Other,-0.42,-0.38,0,0
57.93,NoRider,Male,Annual,NonSmoker,Old,Other,-0.1,-0.38,0,0
57.93,NoRider,Female,InfraAnnual,NonSmoker,Young,Other,0.16,-0.38,0,0
57.93,NoRider,Female,InfraAnnual,Smoker,Middle,Other,-0.71,-0.38,0,0
57.93,NoRider,Female,Annual,NonSmoker,Young,Other,-0.68,-0.38,0,0
57.93,NoRider,Female,Annual,NonSmoker,Middle,Other,-0.3,-0.38,0,0
57.95,NoRider,Male,InfraAnnual,Smoker,Middle,Other,-0.42,-0.38,0,0
57.95,NoRider,Male,Annual,Smoker,Young,Other,-0.6,-0.38,0,0
57.95,NoRider,Male,InfraAnnual,NonSmoker,Middle,Other,2.0,-0.38,0,0
57.96,NoRider,Female,Annual,NonSmoker,Old,Other,0.58,-0.38,0,0
57.96,NoRider,Male,InfraAnnual,Smoker,Middle,EastCoast,-0.62,-0.38,0,0
57.96,NoRider,Female,Annual,NonSmoker,Middle,Other,-0.1,-0.38,0,0
57.96,NoRider,Male,Annual,NonSmoker,Middle,Other,-0.43,-0.38,0,0
57.96,NoRider,Male,InfraAnnual,NonSmoker,Old,EastCoast,-0.22,-0.38,0,0
57.97,NoRider,Female,InfraAnnual,NonSmoker,Young,Other,3.33,-0.38,0,0
57.97,NoRider,Female,Other,Smoker,Middle,Other,-0.56,-0.38,0,0
57.98,NoRider,Male,Annual,Smoker,Young,Other,-0.86,2.05,0,1
57.98,NoRider,Male,Annual,NonSmoker,Old,Other,-0.8,-0.38,0,0
57.98,NoRider,Female,Other,NonSmoker,Old,EastCoast,0.41,-0.38,0,0
57.98,NoRider,Female,InfraAnnual,NonSmoker,Young,Other,0.55,-0.38,0,0
57.98,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,-0.53,-0.38,0,0
57.98,NoRider,Female,Annual,NonSmoker,Middle,Other,0.23,-0.38,0,0
57.99,NoRider,Male,InfraAnnual,NonSmoker,Middle,Other,0.7,-0.38,0,0
57.99,NoRider,Male,InfraAnnual,NonSmoker,Young,EastCoast,-0.72,-0.38,0,0
57.99,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,-0.81,-0.38,0,0
57.99,NoRider,Female,Other,NonSmoker,Middle,EastCoast,-0.68,-0.38,0,0
58.0,NoRider,Female,InfraAnnual,NonSmoker,Middle,Other,-0.64,-0.38,0,0
58.0,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,-1.03,-0.38,0,0
58.0,Rider,Female,Annual,NonSmoker,Young,Other,1.59,-0.38,0,0
58.0,NoRider,Male,Other,Smoker,Old,Other,-0.8,-0.38,0,0
58.01,Rider,Female,InfraAnnual,Smoker,Young,EastCoast,-0.06,-0.38,0,0
58.01,NoRider,Female,InfraAnnual,NonSmoker,Old,Other,-0.69,-0.38,0,0
58.02,NoRider,Female,Annual,NonSmoker,Young,EastCoast,-0.94,-0.38,0,0
58.02,Rider,Male,Annual,NonSmoker,Middle,Other,-0.58,-0.38,0,0
58.02,NoRider,Female,InfraAnnual,Smoker,Old,Other,-1.07,-0.38,0,0
58.03,NoRider,Male,InfraAnnual,Smoker,Middle,Other,1.31,-0.38,0,0
58.03,NoRider,Female,Annual,Smoker,Middle,EastCoast,-0.01,-0.38,0,0
58.03,NoRider,Female,InfraAnnual,NonSmoker,Middle,Other,0.13,-0.38,0,0
58.04,NoRider,Male,Other,NonSmoker,Middle,Other,-0.02,-0.38,0,0
58.04,NoRider,Male,Other,NonSmoker,Young,Other,0.13,-0.38,0,0
58.04,NoRider,Female,InfraAnnual,NonSmoker,Middle,Other,-0.03,-0.38,0,0
58.04,NoRider,Male,InfraAnnual,NonSmoker,Old,EastCoast,-0.9,-0.38,0,0
58.04,NoRider,Female,Other,Smoker,Old,EastCoast,-0.2,-0.38,0,0
58.04,NoRider,Male,Other,NonSmoker,Middle,Other,-0.24,-0.38,0,0
58.07,NoRider,Male,InfraAnnual,Smoker,Young,Other,-0.79,-0.38,0,0
58.07,NoRider,Female,InfraAnnual,NonSmoker,Young,Other,-0.87,-0.38,0,0
58.08,NoRider,Male,InfraAnnual,NonSmoker,Middle,Other,2.24,2.05,1,1
58.08,Rider,Male,Annual,Smoker,Young,EastCoast,-0.37,-0.38,0,0
58.08,Rider,Female,Other,Smoker,Young,Other,0.25,-0.38,0,0
58.08,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,-0.64,-0.38,0,0
58.08,Rider,Female,Annual,Smoker,Middle,Other,-0.86,-0.38,0,0
58.09,NoRider,Male,InfraAnnual,Smoker,Middle,WestCoast,-1.05,2.13,0,1
58.09,NoRider,Male,InfraAnnual,NonSmoker,Middle,Other,-0.95,-0.38,0,0
58.09,NoRider,Female,InfraAnnual,Smoker,Young,Other,0.58,-0.38,0,0
58.09,NoRider,Female,InfraAnnual,NonSmoker,Old,Other,-1.02,-0.38,0,0
58.1,NoRider,Male,Other,NonSmoker,Middle,Other,-0.8,-0.38,0,0
58.1,Rider,Male,InfraAnnual,NonSmoker,Old,EastCoast,-0.93,-0.38,0,0
58.1,Rider,Male,Annual,NonSmoker,Young,EastCoast,-0.15,-0.38,0,0
58.1,NoRider,Female,InfraAnnual,Smoker,Old,Other,-0.94,-0.38,0,0
58.11,NoRider,Female,InfraAnnual,NonSmoker,Young,EastCoast,-1.07,-0.38,0,0
58.11,NoRider,Female,InfraAnnual,NonSmoker,Young,Other,-1.07,-0.38,0,0
58.12,NoRider,Male,InfraAnnual,NonSmoker,Middle,Other,-0.97,-0.38,0,0
58.12,NoRider,Male,Annual,Smoker,Middle,Other,-0.51,-0.38,0,0
58.12,Rider,Female,Annual,Smoker,Middle,Other,0.58,-0.38,0,0
58.13,NoRider,Female,InfraAnnual,Smoker,Old,EastCoast,-0.93,-0.38,0,0
58.13,Rider,Male,Annual,NonSmoker,Middle,Other,-0.97,-0.38,0,0
58.13,Rider,Female,InfraAnnual,Smoker,Middle,EastCoast,-1.02,-0.38,0,0
58.13,NoRider,Female,InfraAnnual,NonSmoker,Old,EastCoast,-0.65,-0.38,0,0
58.13,NoRider,Female,Other,Smoker,Young,EastCoast,-0.32,-0.38,0,0
58.13,NoRider,Male,InfraAnnual,NonSmoker,Old,Other,0.42,-0.38,0,0
58.14,NoRider,Female,InfraAnnual,Smoker,Old,Other,0.47,-0.38,0,0
58.14,NoRider,Female,Annual,NonSmoker,Young,Other,1.12,-0.38,0,0
58.14,Rider,Male,Annual,Smoker,Middle,Other,-0.79,-0.38,0,0
58.15,NoRider,Female,Other,NonSmoker,Old,EastCoast,-0.41,-0.38,0,0
58.15,NoRider,Male,Annual,NonSmoker,Young,WestCoast,1.79,-0.38,0,0
58.15,NoRider,Male,InfraAnnual,Smoker,Young,EastCoast,-0.71,-0.38,0,0
58.15,Rider,Male,Annual,NonSmoker,Old,Other,-0.64,-0.38,0,0
58.15,NoRider,Female,InfraAnnual,NonSmoker,Middle,Other,-0.98,-0.38,0,0
58.15,NoRider,Male,Annual,NonSmoker,Young,Other,-0.23,-0.38,0,0
58.16,NoRider,Male,InfraAnnual,Smoker,Middle,EastCoast,-0.74,-0.38,0,0
58.16,NoRider,Male,InfraAnnual,Smoker,Middle,Other,0.14,-0.38,0,0
58.16,NoRider,Male,InfraAnnual,Smoker,Young,Other,3.73,-0.38,0,0
58.16,Rider,Female,InfraAnnual,Smoker,Old,Other,-0.76,0.55,0,1
58.16,Rider,Female,InfraAnnual,NonSmoker,Middle,Other,-0.1,-0.38,0,0
58.18,NoRider,Female,InfraAnnual,NonSmoker,Old,Other,-0.54,2.13,1,1
58.18,NoRider,Male,InfraAnnual,NonSmoker,Middle,Other,-0.21,-0.38,0,0
58.18,NoRider,Male,InfraAnnual,Smoker,Middle,EastCoast,-0.26,-0.38,0,0
58.18,NoRider,Female,Other,Smoker,Middle,Other,-0.9,-0.38,0,0
58.18,Rider,Male,InfraAnnual,NonSmoker,Old,Other,-0.03,-0.38,0,0
58.19,Rider,Female,InfraAnnual,NonSmoker,Young,Other,-1.07,-0.38,0,0
58.2,NoRider,Female,Other,Smoker,Young,Other,0.96,-0.38,0,0
58.2,NoRider,Male,Annual,NonSmoker,Young,Other,-0.95,-0.38,0,0
58.2,NoRider,Male,Annual,Smoker,Young,Other,-0.68,-0.38,0,0
58.2,NoRider,Male,InfraAnnual,Smoker,Middle,Other,-0.35,-0.38,0,0
58.2,NoRider,Female,InfraAnnual,NonSmoker,Young,Other,0.47,-0.38,0,0
58.2,NoRider,Male,Other,NonSmoker,Young,Other,0.75,-0.38,0,0
58.2,NoRider,Male,Other,NonSmoker,Middle,EastCoast,0.83,-0.38,0,0
58.21,NoRider,Female,InfraAnnual,NonSmoker,Young,Other,-0.5,-0.38,0,0
58.22,NoRider,Male,InfraAnnual,NonSmoker,Middle,Other,0.37,2.05,1,1
58.22,NoRider,Female,Annual,NonSmoker,Young,WestCoast,0.02,-0.38,0,0
58.22,NoRider,Male,InfraAnnual,Smoker,Young,Other,-1.02,-0.38,0,0
58.22,NoRider,Female,InfraAnnual,Smoker,Middle,EastCoast,-0.27,0.15,1,1
58.22,Rider,Female,InfraAnnual,NonSmoker,Young,Other,0.63,-0.38,0,0
58.23,NoRider,Male,Annual,Smoker,Young,Other,1.51,-0.38,0,0
58.23,NoRider,Female,Annual,Smoker,Young,Other,-0.77,-0.38,0,0
58.24,NoRider,Female,Annual,NonSmoker,Middle,Other,-0.37,0.55,1,1
58.24,NoRider,Male,InfraAnnual,Smoker,Old,Other,-0.9,-0.38,0,0
58.24,Rider,Male,InfraAnnual,Smoker,Middle,Other,-0.54,-0.38,0,0
58.24,NoRider,Male,InfraAnnual,NonSmoker,Middle,Other,-0.07,-0.38,0,0
58.24,NoRider,Female,InfraAnnual,NonSmoker,Middle,EastCoast,0.03,-0.38,0,0
58.24,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,-0.61,-0.38,0,0
58.25,NoRider,Female,Other,Smoker,Old,EastCoast,-0.55,-0.38,0,0
58.25,NoRider,Male,Other,Smoker,Middle,EastCoast,-0.31,-0.38,0,0
58.25,NoRider,Female,InfraAnnual,Smoker,Middle,Other,0.07,-0.38,0,0
58.26,NoRider,Female,Annual,NonSmoker,Young,Other,-1.07,-0.38,0,0
58.26,NoRider,Female,InfraAnnual,NonSmoker,Young,EastCoast,0.09,-0.38,0,0
58.26,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,-0.87,-0.38,0,0
58.26,NoRider,Female,Other,NonSmoker,Middle,EastCoast,-0.63,-0.38,0,0
58.26,Rider,Female,Other,NonSmoker,Middle,Other,-0.39,-0.38,0,0
58.26,NoRider,Female,InfraAnnual,NonSmoker,Young,Other,-0.0,-0.38,0,0
58.26,Rider,Female,InfraAnnual,NonSmoker,Old,Other,-0.97,-0.38,0,0
58.27,NoRider,Female,InfraAnnual,Smoker,Middle,Other,-0.35,2.05,0,1
58.27,NoRider,Female,InfraAnnual,NonSmoker,Old,Other,-0.83,-0.38,0,0
58.29,NoRider,Female,InfraAnnual,NonSmoker,Young,Other,-0.17,-0.38,0,0
