policy_year,exposure,insured_birth_year,vehicle_age,policy_holder_age,driver_license_age,vehicle_brand,vehicle_model,mileage,vehicle_power,catalog_value,claim_responsibility_rate,driving_training_label,number_of_liability_claims
3,0.3452054795,1946,16,3,45,TOYOTA,TO-1290,10000,85,0,100,No,1
3,0.3397260274,1938,1,11,51,CHEVROLET,CH-1286,7500,100,999947,0,No,0
3,0.3369863014,1947,2,3,34,MERCEDES,ME-1126,30000,80,987563,100,No,1
3,0.3452054795,1946,5,12,21,HYUNDAI,HY-1836,30000,49,400032,0,No,0
3,0.3178082192,1945,13,10,46,OPEL,OP-1043,30000,50,0,0,No,0
3,0.2219178082,1937,10,15,34,NISSAN,NI-2258,30000,60,0,100,No,1
3,0.3287671233,1941,1,1,50,OPEL,OP-2003,10000,96,1121735,0,No,0
3,0.3178082192,1939,14,18,43,OPEL,OP-1496,30000,33,0,0,No,0
3,0.3095890411,1949,11,20,26,VOLKSWAGEN,VO-1852,30000,85,684001,0,No,0
3,0.295890411,1946,7,1,44,HYUNDAI,HY-3032,10000,83,0,100,No,1
3,0.3342465753,1949,2,13,36,OPEL,OP-1496,30000,55,592097,50,No,0
3,0.3260273973,1935,3,1,44,CITROEN,CI-1258,30000,50,0,100,No,1
3,0.3260273973,1940,9,10,21,FIAT,FI-2912,30000,76,0,100,No,1
3,0.3287671233,1951,13,3,19,VOLVO,VO-3055,30000,66,0,100,No,1
3,0.3260273973,1937,15,4,54,FORD,FO-2313,30000,65,0,100,No,1
3,0.3260273973,1949,13,10,42,SUZUKI,SU-2039,30000,59,0,0,No,0
3,0.3205479452,1949,6,30,36,BMW,BM-474,10000,110,0,100,No,1
3,0.2575342466,1947,5,14,43,MERCEDES,ME-144,30000,80,1012251,0,No,0
3,0.3232876712,1928,11,6,43,CHRYSLER,CH-2361,30000,98,0,100,No,1
3,0.3342465753,1947,12,8,44,TOYOTA,TO-1100,30000,66,0,0,No,0
3,0.3260273973,1946,1,5,43,VOLKSWAGEN,VO-2418,30000,100,1201545,100,No,1
3,0.3452054795,1939,9,7,53,AUDI,AU-953,30000,96,0,0,No,0
3,0.3068493151,1933,9,4,43,SEAT,SE-1982,30000,47,0,100,No,1
3,0.3342465753,1929,8,16,22,HONDA,HO-2022,5000,61,518086,100,No,1
3,0.3095890411,1951,1,2,39,MERCEDES,ME-182,30000,100,1135467,0,No,0
3,0.3123287671,1949,9,15,43,LADA,LA-75,30000,56,254628,100,No,1
3,0.3260273973,1920,20,15,22,AUDI,AU-806,30000,51,0,100,No,1
3,0.3342465753,1946,3,10,43,OPEL,OP-1043,30000,74,0,0,No,0
3,0.3232876712,1951,3,9,21,NISSAN,NI-2525,30000,78,0,0,No,0
3,0.3260273973,1943,6,12,22,SKODA,SK-2380,30000,77,566777,0,No,0
3,0.3315068493,1931,14,16,44,MERCEDES,ME-270,30000,110,1225001,0,No,0
3,0.2876712329,1946,9,27,41,TOYOTA,TO-3230,30000,78,0,0,No,0
3,0.2931506849,1948,3,6,35,BMW,BM-756,30000,190,2367030,100,No,0
3,0.3260273973,1942,12,3,51,BMW,BM-784,30000,175,2657094,100,No,1
3,0.3260273973,1942,10,7,31,CITROEN,CI-2719,30000,37,0,0,No,0
3,0.2931506849,1930,14,26,22,NISSAN,NI-1013,30000,64,0,0,No,0
3,0.3369863014,1945,5,1,32,MERCEDES,ME-920,30000,60,0,0,No,0
3,0.5205479452,1935,18,14,42,VOLKSWAGEN,VO-1852,5000,55,0,100,No,1
3,0.2164383562,1931,12,10,60,SEAT,SE-1464,30000,44,0,0,No,0
3,0.5315068493,1936,1,14,43,DACIA,DA-2150,5000,55,376061,0,No,0
3,0.5178082192,1949,4,4,42,PEUGEOT,PE-600,30000,80,1012500,100,No,1
3,0.698630137,1936,13,1,41,MAZDA,MA-488,10000,65,0,100,No,1
3,0.3260273973,1949,12,12,15,VOLKSWAGEN,VO-2461,30000,44,0,0,No,0
3,0.5479452055,1934,1,4,41,KIA,KI-2608,7500,65,531087,100,No,0
3,0.7452054795,1929,10,7,44,PEUGEOT,PE-576,30000,66,0,0,No,0
3,0.6821917808,1947,3,8,42,CITROEN,CI-1262,30000,80,966788,0,No,0
3,0.2904109589,1935,5,19,56,CITROEN,CI-1263,30000,80,0,0,No,0
3,0.5123287671,1929,16,7,35,VOLKSWAGEN,VO-2461,5000,33,0,100,No,1
3,0.397260274,1948,5,5,19,RENAULT,RE-2214,30000,63,670110,100,No,0
3,0.2301369863,1935,10,17,43,VOLKSWAGEN,VO-2418,7500,74,0,100,No,1
3,0.3123287671,1951,2,13,40,CITROEN,CI-1258,30000,66,596749,0,No,0
3,0.295890411,1948,13,14,21,HONDA,HO-1348,30000,66,0,0,No,0
3,0.7452054795,1933,7,10,58,OPEL,OP-1496,30000,55,0,0,No,0
3,0.504109589,1945,8,1,46,VOLVO,VO-3055,30000,85,746290,100,No,1
3,0.7479452055,1951,2,11,21,NISSAN,NI-3142,30000,110,1181450,100,No,0
3,0.4164383562,1951,5,4,41,VOLKSWAGEN,VO-2031,30000,77,736510,0,No,0
3,0.6136986301,1943,7,27,23,MERCEDES,ME-1216,7500,90,0,100,No,1
3,0.2657534247,1938,2,23,51,DACIA,DA-2150,10000,50,445071,0,No,0
3,0.6630136986,1945,3,2,47,VOLKSWAGEN,VO-2991,30000,66,0,0,No,0
3,0.3342465753,1949,6,9,41,MERCEDES,ME-1429,30000,120,1800293,0,No,0
3,0.7287671233,1944,2,12,42,OPEL,OP-2246,30000,55,0,0,No,0
3,0.6328767123,1949,3,22,42,MERCEDES,ME-1216,30000,100,1266433,0,No,0
3,0.7452054795,1929,2,7,43,PEUGEOT,PE-600,30000,150,1478911,0,No,0
3,0.6684931507,1923,17,14,22,OPEL,OP-3074,30000,55,0,0,No,0
3,0.4904109589,1947,5,3,42,BMW,BM-474,30000,120,1214952,0,No,0
3,0.5479452055,1931,2,2,39,VOLKSWAGEN,VO-1273,30000,77,726899,100,No,0
3,0.3424657534,1929,14,7,43,AUDI,AU-968,30000,66,0,0,No,0
3,0.5205479452,1935,7,7,56,SKODA,SK-1735,30000,40,0,100,No,1
3,0.7342465753,1947,13,5,33,SEAT,SE-1008,30000,81,0,0,No,0
3,0.7452054795,1937,9,9,41,BMW,BM-455,30000,85,891814,100,No,1
3,0.495890411,1946,3,18,46,MERCEDES,ME-1126,12500,80,959900,0,No,0
3,0.5506849315,1924,15,12,57,BMW,BM-684,30000,125,0,0,No,0
3,0.202739726,1950,7,13,42,FORD,FO-1785,30000,80,0,100,No,1
3,0.3835616438,1945,5,23,40,AUDI,AU-953,30000,150,1497237,100,No,1
3,0.6821917808,1951,6,6,20,OPEL,OP-1043,30000,74,765126,100,No,1
3,0.2684931507,1946,12,0,20,PEUGEOT,PE-225,30000,65,0,100,No,1
3,0.3808219178,1930,9,6,42,MERCEDES,ME-328,30000,120,0,0,No,0
3,0.7397260274,1946,3,22,37,CITROEN,CI-1262,30000,65,632771,100,No,0
3,0.3616438356,1924,28,14,22,OPEL,OP-1496,30000,33,0,0,No,0
3,0.5726027397,1946,14,8,37,HONDA,HO-1348,30000,66,0,100,No,1
3,0.2849315068,1940,2,11,44,BMW,BM-788,30000,240,3235201,100,No,0
3,0.4630136986,1940,0,0,51,PEUGEOT,PE-380,30000,82,879936,0,No,0
3,0.4109589041,1939,1,4,43,MERCEDES,ME-1617,30000,100,1806747,100,No,0
3,0.4465753425,1947,3,3,43,CITROEN,CI-3212,30000,80,0,0,No,0
3,0.7397260274,1932,10,8,43,TOYOTA,TO-3230,30000,50,0,0,No,0
3,0.3780821918,1931,24,2,21,HONDA,HO-983,30000,78,0,100,No,1
3,0.2520547945,1929,9,19,51,RENAULT,RE-2086,30000,85,0,100,No,1
3,0.2876712329,1929,10,14,22,FORD,FO-1785,30000,55,472728,100,No,1
3,0.5178082192,1937,6,6,44,MERCEDES,ME-182,30000,90,1183644,100,No,1
3,0.7424657534,1942,7,26,49,HYUNDAI,HY-2203,30000,60,565060,100,No,1
3,0.6630136986,1932,17,9,43,VOLVO,VO-627,30000,66,0,0,No,0
3,0.3726027397,1937,4,22,25,MERCEDES,ME-1224,15000,120,0,100,No,1
3,0.597260274,1931,12,23,42,VOLKSWAGEN,VO-1852,30000,74,0,100,No,1
3,0.7315068493,1930,8,12,21,VOLKSWAGEN,VO-1852,30000,74,0,100,No,1
3,0.7260273973,1940,3,9,44,MERCEDES,ME-144,30000,80,1127260,100,No,1
3,0.6,1944,1,1,46,NISSAN,NI-2258,5000,59,372862,100,No,1
3,0.301369863,1944,1,10,43,SUZUKI,SU-1927,30000,95,930119,0,No,0
3,0.6575342466,1942,7,7,40,MERCEDES,ME-182,7500,90,1088010,100,No,1
3,0.7561643836,1928,11,10,43,MAZDA,MA-488,30000,54,0,100,No,1
3,0.501369863,1930,18,21,31,TOYOTA,TO-1471,5000,53,0,100,No,0
3,0.3123287671,1929,8,7,21,MERCEDES,ME-270,30000,100,0,100,No,1
3,0.4191780822,1937,1,10,22,VOLKSWAGEN,VO-1852,10000,59,0,100,No,1
3,0.3479452055,1939,8,27,43,CITROEN,CI-1258,30000,50,0,100,No,1
3,0.6465753425,1939,1,6,43,SKODA,SK-1735,10000,77,538422,100,No,1
3,0.7095890411,1936,1,19,28,VOLKSWAGEN,VO-2461,30000,51,486056,0,No,0
3,0.7232876712,1945,15,0,46,FORD,FO-2313,30000,65,0,0,No,0
3,0.6328767123,1939,14,2,42,MERCEDES,ME-270,30000,70,0,0,No,0
3,0.295890411,1949,0,10,39,KIA,KI-2886,30000,100,919832,0,No,0
3,0.4273972603,1949,13,0,40,RENAULT,RE-1692,30000,83,0,100,No,1
3,0.6821917808,1949,14,14,43,SEAT,SE-2987,30000,47,0,100,No,1
3,0.7561643836,1932,12,5,44,PEUGEOT,PE-396,30000,66,0,100,No,1
3,0.2849315068,1947,4,4,43,VOLKSWAGEN,VO-2461,30000,59,425403,100,No,0
3,0.5095890411,1942,6,5,46,BMW,BM-24,30000,90,0,0,No,0
3,0.4410958904,1950,13,5,36,TOYOTA,TO-1100,10000,81,0,0,No,0
3,0.7616438356,1946,2,22,28,VOLKSWAGEN,VO-1273,30000,55,0,100,No,1
3,0.2904109589,1949,6,12,21,CHRYSLER,CH-2510,30000,89,863276,100,No,1
3,0.5369863014,1941,13,4,43,SAAB,SA-852,30000,113,0,100,No,1
3,0.7643835616,1936,5,3,44,TOYOTA,TO-3230,30000,64,0,100,No,0
3,0.7095890411,1940,1,1,52,PEUGEOT,PE-225,30000,44,364727,0,No,0
3,0.6082191781,1947,6,10,40,VOLVO,VO-2661,30000,80,796715,0,No,0
3,0.5424657534,1931,8,16,60,CITROEN,CI-1258,30000,54,0,100,No,1
3,0.5917808219,1949,6,30,11,CITROEN,CI-1158,30000,51,454591,0,No,0
3,0.7287671233,1931,3,23,41,FORD,FO-1785,30000,66,679112,0,No,0
3,0.3671232877,1945,6,4,43,MERCEDES,ME-925,7500,80,0,100,No,1
3,0.4904109589,1941,5,5,16,PEUGEOT,PE-600,30000,100,0,100,No,1
3,0.7315068493,1949,4,9,36,KIA,KI-2886,30000,100,899783,100,No,0
3,0.7260273973,1948,8,5,43,MERCEDES,ME-182,10000,85,1402178,0,No,0
3,0.4520547945,1949,19,2,42,MERCEDES,ME-308,30000,93,0,100,No,1
3,0.695890411,1934,4,10,57,RENAULT,RE-2214,30000,63,0,100,No,1
3,0.3068493151,1939,9,2,43,MERCEDES,ME-270,30000,100,0,0,No,0
3,0.7534246575,1941,5,11,50,MERCEDES,ME-2296,30000,140,2127571,100,No,1
3,0.5205479452,1945,6,3,40,OPEL,OP-3074,30000,88,848793,100,No,1
3,0.6547945205,1934,3,14,47,NISSAN,NI-2258,7500,59,456575,0,No,0
3,0.4136986301,1947,4,8,22,OPEL,OP-2246,30000,66,586596,100,No,1
3,0.397260274,1933,12,15,22,SUZUKI,SU-3104,30000,59,0,100,No,1
3,0.4657534247,1939,7,15,53,JAGUAR,JA-3138,30000,96,0,0,No,0
3,0.7424657534,1940,7,13,41,MAZDA,MA-339,30000,77,0,0,No,0
3,0.4219178082,1944,7,5,22,FORD,FO-2313,30000,107,0,100,No,1
3,0.2602739726,1938,7,0,41,MAZDA,MA-175,30000,50,0,100,No,1
3,0.7561643836,1950,5,10,41,MERCEDES,ME-270,30000,110,0,0,No,0
3,0.4712328767,1944,4,4,46,CITROEN,CI-1243,30000,44,435738,100,No,0
3,0.6328767123,1943,4,6,43,FORD,FO-1785,30000,85,0,0,No,0
3,0.2465753425,1942,12,7,28,FORD,FO-2313,30000,66,0,100,No,0
3,0.6082191781,1949,6,13,22,PEUGEOT,PE-429,30000,80,0,100,No,0
3,0.6219178082,1946,6,10,46,MG,MG-2622,30000,140,1166834,0,No,0
3,0.4383561644,1950,8,5,40,MITSUBISHI,MI-1305,30000,76,0,100,No,1
3,0.5232876712,1942,1,11,41,OPEL,OP-1034,10000,103,750324,100,No,0
3,0.3506849315,1932,5,14,43,CITROEN,CI-1258,30000,54,0,100,No,1
3,0.5671232877,1935,12,10,44,FIAT,FI-1185,30000,74,0,0,No,0
3,0.495890411,1944,2,23,43,MERCEDES,ME-182,30000,100,1329203,0,No,0
3,0.2191780822,1947,7,11,42,PEUGEOT,PE-429,30000,80,0,100,No,1
3,0.6520547945,1948,14,21,31,CITROEN,CI-1701,10000,73,0,0,No,0
3,0.7589041096,1929,1,2,21,VOLKSWAGEN,VO-2461,5000,44,471978,0,No,0
3,0.5643835616,1946,6,6,43,PEUGEOT,PE-225,30000,44,0,0,No,0
3,0.7397260274,1940,2,2,44,KIA,KI-1318,30000,66,650079,100,No,0
3,0.2410958904,1950,1,6,30,MERCEDES,ME-182,30000,100,1123518,0,No,0
3,0.2876712329,1949,0,10,44,TOYOTA,TO-1117,30000,50,419899,100,No,0
3,0.2547945205,1933,17,11,41,FORD,FO-1749,30000,43,0,100,No,1
3,0.5479452055,1942,5,12,49,FORD,FO-1785,30000,66,629425,100,No,0
3,0.7698630137,1945,8,1,42,HYUNDAI,HY-2706,7500,83,0,100,No,1
3,0.2273972603,1950,13,10,40,TOYOTA,TO-2115,30000,92,0,100,No,1
3,0.7205479452,1943,6,6,44,RENAULT,RE-1692,30000,85,1137951,0,No,0
3,0.6739726027,1939,4,4,21,BMW,BM-474,30000,110,1373213,100,No,0
3,0.3260273973,1946,2,5,24,TOYOTA,TO-2591,10000,116,910117,100,No,0
3,0.6712328767,1944,7,6,32,VOLVO,VO-3061,30000,96,1163809,100,No,1
3,0.6904109589,1938,12,8,44,MAZDA,MA-488,10000,54,0,50,No,1
3,0.3424657534,1950,1,3,43,DACIA,DA-2694,15000,66,424236,100,No,0
3,0.6931506849,1947,8,8,22,RENAULT,RE-1406,5000,43,346924,0,No,0
3,0.4904109589,1947,7,1,45,CITROEN,CI-3212,30000,70,0,100,No,1
3,0.2246575342,1929,4,17,44,PEUGEOT,PE-240,30000,50,516352,100,No,1
3,0.695890411,1932,7,18,6,TOYOTA,TO-1100,30000,85,0,100,No,1
3,0.6301369863,1937,3,3,21,RENAULT,RE-2214,30000,78,0,0,No,0
3,0.298630137,1933,12,12,58,LANCIA,LA-1572,30000,96,0,0,No,0
3,0.7095890411,1942,18,3,21,TOYOTA,TO-2896,30000,41,0,0,No,0
3,0.7095890411,1935,4,8,41,MERCEDES,ME-329,30000,140,2265333,100,No,0
3,0.504109589,1948,6,6,42,TOYOTA,TO-1100,30000,85,766793,100,No,1
3,0.2246575342,1943,0,12,21,VOLKSWAGEN,VO-1803,30000,44,374956,100,No,0
3,0.2356164384,1943,1,6,32,CITROEN,CI-1158,30000,55,737320,0,No,0
3,0.3945205479,1949,5,6,42,HYUNDAI,HY-2706,30000,110,0,0,No,0
3,0.5369863014,1943,8,8,43,AUDI,AU-946,30000,74,716784,0,No,0
3,0.5232876712,1934,4,4,46,BMW,BM-677,30000,110,1604598,0,No,0
3,0.2575342466,1947,3,6,43,OPEL,OP-2246,12500,66,595318,0,No,0
3,0.2410958904,1934,12,9,43,FORD,FO-2313,10000,66,0,100,No,1
3,0.7123287671,1937,6,3,44,OPEL,OP-2246,7500,74,0,0,No,0
3,0.2657534247,1936,8,12,43,MERCEDES,ME-1429,30000,120,0,100,No,1
3,0.2301369863,1929,5,14,44,TOYOTA,TO-3230,30000,66,0,100,No,1
3,0.6246575342,1945,12,21,43,FORD,FO-2313,10000,70,0,0,No,0
3,0.4684931507,1938,15,17,48,RENAULT,RE-1406,30000,43,0,50,No,1
3,0.4328767123,1939,19,4,54,OPEL,OP-1043,30000,42,0,100,No,1
3,0.3342465753,1935,9,8,56,HONDA,HO-1348,30000,81,673678,100,No,1
3,0.2657534247,1944,0,21,22,FORD,FO-1785,7500,77,691614,100,No,1
3,0.3863013699,1951,13,13,22,PEUGEOT,PE-730,30000,97,0,0,No,0
3,0.701369863,1941,11,7,43,TOYOTA,TO-1100,30000,81,0,100,No,1
3,0.3945205479,1933,18,11,22,MERCEDES,ME-270,30000,110,0,100,No,1
3,0.6876712329,1924,20,18,44,DAIHATSU,DA-.,30000,56,0,100,No,1
3,0.701369863,1948,3,16,37,OPEL,OP-1043,30000,66,593724,0,No,0
3,0.4438356164,1944,6,18,44,CITROEN,CI-1258,30000,44,0,0,No,0
3,0.701369863,1946,5,14,43,RENAULT,RE-2061,30000,50,0,0,No,0
3,0.5287671233,1950,7,22,33,SUZUKI,SU-3124,30000,51,0,100,No,1
3,0.4136986301,1946,13,5,42,PEUGEOT,PE-396,7500,74,0,50,No,0
3,0.3205479452,1949,9,1,26,CITROEN,CI-3212,10000,51,514092,0,No,0
3,0.2931506849,1926,7,30,43,SKODA,SK-1735,30000,40,363060,100,No,1
3,0.6849315068,1950,5,11,43,OPEL,OP-1496,30000,51,0,0,No,0
3,0.2739726027,1930,14,27,42,AUDI,AU-953,30000,92,0,100,No,1
3,0.6904109589,1950,9,10,43,VOLVO,VO-2661,30000,80,0,0,No,0
3,0.5315068493,1948,5,7,35,PEUGEOT,PE-2413,30000,55,522403,100,No,1
3,0.6712328767,1946,1,12,39,KIA,KI-2886,30000,99,751457,100,No,0
3,0.701369863,1938,2,21,44,VOLKSWAGEN,VO-1852,30000,59,566091,100,No,0
3,0.2328767123,1932,19,28,21,OPEL,OP-1496,30000,44,0,100,No,1
3,0.6273972603,1935,11,23,22,RENAULT,RE-3038,30000,43,0,0,No,0
3,0.4630136986,1949,2,1,38,HYUNDAI,HY-1979,30000,66,0,0,No,0
3,0.4520547945,1943,1,7,44,MERCEDES,ME-1126,30000,80,880420,100,No,0
3,0.5698630137,1948,1,7,42,MERCEDES,ME-1124,30000,70,833827,0,No,0
3,0.704109589,1941,4,4,44,TOYOTA,TO-1471,30000,66,590097,0,No,0
3,0.698630137,1932,14,4,44,NISSAN,NI-2258,30000,40,0,100,No,1
3,0.698630137,1939,10,16,52,TOYOTA,TO-2591,30000,85,0,100,No,1
3,0.5945205479,1932,2,13,43,HYUNDAI,HY-1978,30000,74,0,100,No,1
3,0.4,1943,2,10,15,VOLKSWAGEN,VO-1852,30000,77,856177,0,No,0
3,0.701369863,1948,16,18,40,VOLKSWAGEN,VO-3092,30000,55,0,100,No,1
3,0.5315068493,1944,3,3,43,TOYOTA,TO-2591,30000,100,1225435,100,No,1
3,0.3369863014,1943,18,8,42,MITSUBISHI,MI-2869,30000,98,0,50,No,0
3,0.7205479452,1942,5,5,44,PEUGEOT,PE-42,30000,80,606431,100,No,1
3,0.6630136986,1938,6,28,43,VOLKSWAGEN,VO-1852,30000,55,526009,0,No,0
3,0.7095890411,1930,12,4,41,TOYOTA,TO-3230,30000,50,0,100,No,1
3,0.2547945205,1938,4,14,43,MERCEDES,ME-182,7500,100,1254009,100,No,1
3,0.3945205479,1946,2,2,44,RENAULT,RE-2086,30000,96,0,0,No,0
3,0.7150684932,1944,5,11,44,MERCEDES,ME-270,30000,100,1366880,100,No,0
3,0.5726027397,1941,8,5,43,MERCEDES,ME-270,30000,100,0,100,No,1
3,0.6191780822,1948,4,11,21,OPEL,OP-3248,30000,74,656775,100,No,0
3,0.2712328767,1951,15,5,13,RENAULT,RE-3038,30000,40,0,100,No,1
3,0.397260274,1939,5,4,52,TOYOTA,TO-3230,7500,64,0,100,No,1
3,0.504109589,1945,7,14,46,AUDI,AU-953,30000,96,951823,0,No,0
3,0.2684931507,1933,2,4,44,PEUGEOT,PE-63,5000,50,0,100,No,1
3,0.498630137,1936,2,12,42,SEAT,SE-1982,30000,59,0,0,No,0
3,0.6328767123,1942,2,11,43,PEUGEOT,PE-431,30000,66,712767,0,No,0
3,0.4273972603,1941,4,8,43,PEUGEOT,PE-600,30000,80,0,0,No,0
3,0.6547945205,1938,3,13,22,MERCEDES,ME-182,30000,100,1316536,100,No,0
3,0.6493150685,1939,0,0,43,PEUGEOT,PE-2595,30000,120,1044342,100,No,1
3,0.5534246575,1935,7,21,41,VOLKSWAGEN,VO-1852,30000,77,741688,0,No,0
3,0.6219178082,1946,10,10,35,VOLKSWAGEN,VO-2418,30000,85,0,100,No,1
3,0.301369863,1937,7,10,44,TOYOTA,TO-3230,30000,48,0,100,No,1
3,0.7178082192,1949,3,10,41,CITROEN,CI-3212,30000,66,799631,0,No,0
3,0.7287671233,1947,2,6,26,MERCEDES,ME-144,30000,80,1051058,100,No,0
3,0.4164383562,1941,5,5,43,RENAULT,RE-2310,30000,55,0,0,No,0
3,0.7315068493,1945,7,1,43,SKODA,SK-1735,30000,40,0,100,No,1
3,0.2136986301,1939,6,12,44,MERCEDES,ME-182,30000,100,1068606,0,No,0
3,0.3808219178,1945,3,11,38,HONDA,HO-1348,30000,61,0,0,No,0
3,0.4794520548,1934,9,8,44,VOLKSWAGEN,VO-1852,30000,55,0,100,No,1
3,0.5150684932,1944,3,14,22,MERCEDES,ME-1135,30000,80,1008500,0,No,0
3,0.2684931507,1946,0,18,39,OPEL,OP-1496,30000,63,506183,100,No,0
3,0.2739726027,1943,0,12,44,HYUNDAI,HY-2013,7500,99,0,0,No,0
3,0.2794520548,1932,2,20,41,MERCEDES,ME-1847,7500,125,1694280,100,No,0
3,0.4109589041,1937,5,5,40,RENAULT,RE-2086,30000,82,755164,0,No,0
3,0.6301369863,1948,3,3,41,TOYOTA,TO-1086,30000,71,613571,100,No,1
3,0.7178082192,1945,1,14,25,BMW,BM-77,10000,90,877977,100,No,0
3,0.6904109589,1941,18,0,17,AUDI,AU-30,5000,85,0,100,No,1
3,0.2794520548,1949,5,12,25,FORD,FO-1785,30000,66,0,0,No,0
3,0.6904109589,1939,4,4,21,MERCEDES,ME-329,30000,160,2133703,100,No,1
3,0.2,1949,5,6,43,BMW,BM-474,30000,120,1400564,100,No,1
3,0.4520547945,1942,0,20,49,SKODA,SK-3239,12500,103,1009333,100,No,0
3,0.6301369863,1944,0,0,43,VOLKSWAGEN,VO-1852,15000,77,757459,0,No,0
3,0.3589041096,1938,10,15,44,NISSAN,NI-2258,30000,44,0,100,No,1
3,0.2136986301,1942,1,17,39,SKODA,SK-1735,30000,55,488747,100,No,0
3,0.7205479452,1944,13,12,43,MERCEDES,ME-270,30000,70,0,0,No,0
3,0.3150684932,1939,1,1,44,VOLKSWAGEN,VO-2977,30000,100,1325136,100,No,1
3,0.5534246575,1933,8,7,42,CITROEN,CI-1258,10000,44,0,100,No,1
3,0.704109589,1951,5,2,41,RENAULT,RE-2310,30000,63,0,100,No,1
3,0.701369863,1933,8,20,34,TOYOTA,TO-3230,30000,48,0,100,No,1
3,0.7287671233,1935,13,18,51,CITROEN,CI-3212,30000,55,0,0,No,0
3,0.498630137,1950,0,12,22,PEUGEOT,PE-63,30000,50,377421,100,No,0
3,0.6383561644,1943,2,12,48,JAGUAR,JA-3186,30000,152,2319550,100,No,0
3,0.4739726027,1949,2,1,41,VOLKSWAGEN,VO-1852,30000,66,746249,100,No,0
3,0.3452054795,1950,5,5,40,CITROEN,CI-1243,30000,50,0,0,No,0
3,0.7260273973,1930,3,14,22,OPEL,OP-1043,30000,66,653074,0,No,0
3,0.2054794521,1951,3,5,32,MITSUBISHI,MI-2107,30000,103,961058,100,No,0
3,0.2767123288,1931,8,20,43,FORD,FO-1785,30000,74,0,0,No,0
3,0.3780821918,1951,6,4,38,OPEL,OP-1043,30000,74,635355,100,No,1
3,0.4684931507,1944,11,11,43,VOLKSWAGEN,VO-1852,30000,81,0,100,No,1
3,0.7232876712,1945,2,1,24,FORD,FO-1785,10000,66,718052,0,No,0
3,0.4219178082,1950,1,3,40,MAZDA,MA-721,30000,103,965159,0,No,0
3,0.6219178082,1939,1,10,43,MITSUBISHI,MI-1441,5000,70,479763,100,No,1
3,0.4383561644,1948,7,5,34,TOYOTA,TO-1100,30000,85,0,100,No,1
3,0.5315068493,1942,10,10,20,MERCEDES,ME-270,30000,100,1421011,100,No,1
3,0.7671232877,1933,8,7,33,MITSUBISHI,MI-2404,30000,118,1581191,100,No,1
3,0.7671232877,1929,24,10,46,MERCEDES,ME-156,30000,53,0,100,No,1
3,0.2876712329,1945,11,0,43,TOYOTA,TO-1471,30000,51,0,100,No,1
3,0.7616438356,1943,6,9,43,MERCEDES,ME-270,30000,110,0,100,No,1
3,0.5863013699,1931,1,12,43,SEAT,SE-1982,5000,77,575893,0,No,0
3,0.7506849315,1950,5,19,40,CITROEN,CI-1158,30000,55,0,100,No,1
3,0.3452054795,1935,5,17,27,FORD,FO-1813,30000,59,0,0,No,0
3,0.6739726027,1950,6,13,41,ALFA ROMEO,AL-126,10000,110,1154524,100,No,0
3,0.3178082192,1948,1,1,34,MERCEDES,ME-1216,30000,100,1347920,0,No,0
3,0.5726027397,1942,6,6,44,VOLKSWAGEN,VO-2991,30000,74,825679,100,No,1
3,0.2575342466,1949,5,16,22,MERCEDES,ME-2296,30000,140,2162023,0,No,0
3,0.6438356164,1944,11,18,19,RENAULT,RE-2214,30000,79,0,100,No,1
3,0.5506849315,1944,0,6,45,VOLVO,VO-2673,15000,120,0,0,No,0
3,0.2630136986,1947,1,20,38,CITROEN,CI-1158,12500,66,513407,100,No,1
3,0.7643835616,1945,1,12,30,FIAT,FI-664,30000,51,0,0,No,0
3,0.7671232877,1941,2,9,44,AUDI,AU-968,30000,100,1033503,0,No,0
3,0.6219178082,1938,2,9,43,AUDI,AU-953,30000,100,1183528,0,No,0
3,0.6904109589,1932,11,16,42,MERCEDES,ME-296,10000,120,1625889,100,No,0
3,0.2273972603,1940,4,1,44,FORD,FO-1813,5000,59,0,100,No,1
3,0.2547945205,1935,5,13,35,BMW,BM-3145,30000,155,1947314,100,No,1
3,0.4684931507,1931,13,28,42,HONDA,HO-1348,5000,66,0,100,No,1
3,0.8054794521,1937,1,26,44,LAND ROVER,LA-1806,30000,110,1100181,100,No,1
3,0.3835616438,1931,5,20,31,VOLKSWAGEN,VO-1852,30000,77,634104,100,No,1
3,0.4082191781,1945,13,13,22,TOYOTA,TO-2896,30000,55,0,100,No,1
3,0.6657534247,1943,6,6,43,ALFA ROMEO,AL-137,30000,129,1399064,0,No,0
3,0.6054794521,1941,3,3,51,MERCEDES,ME-2774,30000,120,1668744,0,No,0
3,0.5534246575,1935,9,29,56,SUBARU,SU-2046,30000,63,0,0,No,0
3,0.2465753425,1936,12,11,23,VOLKSWAGEN,VO-2461,30000,44,371000,0,No,0
3,0.5232876712,1929,14,7,43,OPEL,OP-1043,10000,74,0,100,No,1
3,0.6136986301,1926,6,25,25,OPEL,OP-1496,30000,51,0,100,No,1
3,0.797260274,1937,1,14,54,PEUGEOT,PE-380,30000,80,0,100,No,1
3,0.7150684932,1947,5,5,36,VOLKSWAGEN,VO-2442,10000,177,1329900,0,No,0
3,0.6246575342,1941,12,2,50,FORD,FO-1785,30000,66,587001,100,No,1
3,0.4,1936,2,14,43,VOLKSWAGEN,VO-1852,30000,90,0,0,No,0
